10	5	10
1	100	36
2	70	36
3	100	38
4	80	38
5	70	38
6	100	39
7	80	40
8	90	40
9	80	40
10	90	41
11	80	40
12	80	41
13	90	39
14	80	40
15	80	38
16	90	38
17	80	36
18	90	40
19	80	42
20	80	42
21	90	38
22	80	42
23	80	40
24	90	41
25	80	40
26	80	43
27	80	41
28	80	41
29	90	41
30	80	40
31	80	40
32	70	42
33	100	40
34	80	39
35	90	39
36	80	39
37	80	39
38	70	40
39	100	42
40	80	40
41	70	39
42	100	39
43	80	37
44	90	41
45	80	38
46	90	40
47	80	42
48	80	38
49	90	39
50	80	41
51	80	41
52	80	43
53	70	44
54	80	43
55	100	41
56	70	40
57	100	39
58	80	37
59	90	38
60	80	38
61	80	40
62	90	41
63	80	38
64	80	44
65	70	48
66	80	42
67	80	42
68	80	43
69	80	47
70	70	46
71	80	41
72	100	42
73	70	40
74	80	36
75	100	37
76	70	37
77	100	36
78	80	40
79	70	43
80	80	43
81	80	44
82	80	46
83	80	44
84	80	45
85	70	45
86	80	45
