10	5	10	0.5	0.5
1	80	36
2	10	36
3	20	38
4	0	38
5	0	38
6	20	39
7	0	40
8	10	40
9	20	40
10	0	41
11	0	40
12	10	41
13	0	40
14	0	40
15	20	38
16	0	38
17	0	35
18	0	40
19	20	42
20	0	42
21	0	38
22	10	42
23	0	40
24	0	41
25	20	40
26	0	43
27	20	41
28	0	41
29	10	41
30	20	40
31	10	40
32	20	42
33	0	40
34	10	39
35	0	39
36	0	39
37	20	39
38	20	40
39	10	42
40	0	40
41	20	39
42	10	39
43	0	37
44	20	41
45	0	38
46	10	40
47	20	42
48	10	38
49	0	39
50	0	41
51	0	41
52	20	43
53	20	44
54	0	42
55	10	41
56	20	40
57	10	40
58	20	38
59	10	38
60	0	38
61	20	40
62	0	41
63	0	38
64	20	44
65	0	48
66	10	42
67	20	42
68	0	43
69	0	47
70	10	46
71	0	41
72	20	42
73	10	40
74	20	37
75	0	37
76	10	37
77	0	36
78	20	40
79	20	43
80	0	43
81	0	44
82	10	46
83	0	45
84	20	45
85	0	45
86	10	45
87	0	41
88	20	36
89	10	10
90	0	39
91	20	40
92	0	43
93	0	42
94	20	41
95	0	40
96	10	41
97	0	44
98	0	46
99	20	43
100	10	41
101	20	45
102	0	46
103	10	43
104	0	44
105	20	43
106	0	41
107	0	43
108	10	42
109	20	42
110	20	40
111	0	45
112	10	45
113	20	44
114	10	43
115	0	44
116	20	43
117	10	36
118	0	8
119	0	8
120	20	8
121	0	8
122	0	8
123	0	31
124	20	40
125	10	43
126	20	39
127	0	40
128	10	41
129	20	46
130	10	45
131	0	42
132	20	46
133	0	43
134	10	44
135	0	45
136	20	43
137	0	41
138	20	43
139	0	40
140	10	41
141	0	44
142	20	45
143	0	43
144	10	45
145	0	38
146	20	42
147	0	40
148	0	38
149	10	39
150	0	41
151	20	39
152	20	40
153	10	39
154	20	39
155	10	41
156	0	41
157	20	41
158	0	41
159	10	44
160	20	39
161	0	37
162	10	39
163	20	42
164	0	45
165	30	42
166	0	44
167	20	43
168	30	46
169	10	43
170	20	45
171	0	43
172	20	43
173	10	46
174	0	41
175	0	40
176	20	40
177	0	39
178	0	39
179	10	41
