1	0	 38
2	0	 38
3	0	 32
4	0	 47
5	0	 40
6	0	 37
7	0	 33
8	0	 38
9	0	 40
10	0	 38
11	0	 39
12	0	 44
13	0	 45
14	0	 43
15	0	 42
16	0	 43
17	0	 42
18	0	 45
19	0	 47
20	0	 33
21	0	 39
22	0	 40
23	0	 42
24	0	 33
25	0	 31
26	0	 41
27	0	 45
28	0	 43
29	0	 45
30	0	 44
31	0	 46
32	0	 43
33	0	 41
34	0	 40
35	0	 44
36	0	 44
37	0	 44
38	0	 41
39	0	 40
40	0	 45
41	0	 52
42	0	 44
43	0	 44
44	0	 44
45	0	 50
46	0	 48
47	0	 49
48	0	 48
49	0	 52
50	0	 46
51	0	 48
52	0	 46
53	0	 50
54	0	 52
55	0	 48
56	0	 52
57	0	 38
58	0	 49
59	0	 53
60	0	 48
61	0	 49
62	0	 47
63	0	 47
64	0	 49
65	0	 47
66	0	 47
67	0	 51
68	0	 49
69	0	 48
70	0	 49
71	0	 44
72	0	 50
73	0	 41
74	0	 48
75	0	 48
76	0	 47
77	0	 46
78	0	 48
79	0	 44
80	0	 49
81	0	 47
82	0	 45
83	0	 46
84	0	 46
85	0	 47
86	0	 49
87	0	 31
88	0	 49
89	0	 46
90	0	 51
91	0	 50
92	0	 52
93	0	 51
94	0	 48
95	0	 49
96	0	 53
97	0	 50
98	0	 50
99	0	 50
100	0	 47
101	0	 48
102	0	 51
103	0	 51
104	0	 53
105	0	 51
106	0	 53
107	0	 52
108	0	 51
109	0	 52
110	0	 50
111	0	 51
112	0	 50
113	0	 41
114	0	 48
115	0	 52
116	0	 49
117	0	 53
118	0	 50
119	0	 57
120	0	 54

1	1.1	 69
2	1.1	 69
3	1.1	 106
4	1.1	 75
5	1.1	 61
6	1.1	 100
7	1.1	 39
8	1.1	 99
9	1.1	 96
10	1.1	 61
11	1.1	 88
12	1.1	 104
13	1.1	 65
14	1.1	 102
15	1.1	 68
16	1.1	 105
17	1.1	 95
18	1.1	 107
19	1.1	 106
20	1.1	 103
21	1.1	 91
22	1.1	 91
23	1.1	 86
24	1.1	 104
25	1.1	 100
26	1.1	 67
27	1.1	 96
28	1.1	 64
29	1.1	 34
30	1.1	 102
31	1.1	 94
32	1.1	 103
33	1.1	 93
34	1.1	 96
35	1.1	 99
36	1.1	 105
37	1.1	 101
38	1.1	 101
39	1.1	 100
40	1.1	 110
41	1.1	 98
42	1.1	 67
43	1.1	 105
44	1.1	 106
45	1.1	 0
46	1.1	 -1
47	1.1	 -1
48	1.1	 -1
49	1.1	 -1
50	1.1	 -1
51	1.1	 -1
52	1.1	 -1
53	1.1	 -1
54	1.1	 -1
55	1.1	 -1
56	1.1	 -1
57	1.1	 -1
58	1.1	 -1
59	1.1	 -1
60	1.1	 -1
61	1.1	 -1
62	1.1	 -1
63	1.1	 -1
64	1.1	 -1
65	1.1	 -1
66	1.1	 -1
67	1.1	 -1
68	1.1	 -1
69	1.1	 -1
70	1.1	 -1
71	1.1	 -1
72	1.1	 -1
73	1.1	 -1
74	1.1	 -1
75	1.1	 -1
76	1.1	 -1
77	1.1	 -1
78	1.1	 -1
79	1.1	 -1
80	1.1	 -1
81	1.1	 -1
82	1.1	 -1
83	1.1	 -1
84	1.1	 -1
85	1.1	 -1
86	1.1	 -1
87	1.1	 -1
88	1.1	 -1
89	1.1	 -1
90	1.1	 -1
91	1.1	 -1
92	1.1	 -1
93	1.1	 -1
94	1.1	 -1
95	1.1	 -1
96	1.1	 -1
97	1.1	 -1
98	1.1	 -1
99	1.1	 -1
100	1.1	 -1
101	1.1	 -1
102	1.1	 -1
103	1.1	 -1
104	1.1	 -1
105	1.1	 -1
106	1.1	 -1
107	1.1	 -1
108	1.1	 -1
109	1.1	 -1
110	1.1	 -1
111	1.1	 -1
112	1.1	 -1
113	1.1	 -1
114	1.1	 -1
115	1.1	 -1
116	1.1	 -1
117	1.1	 -1
118	1.1	 -1
119	1.1	 -1
120	1.1	 -1

1	6.8	 88
2	6.8	 88
3	6.8	 89
4	6.8	 90
5	6.8	 91
6	6.8	 91
7	6.8	 88
8	6.8	 88
9	6.8	 88
10	6.8	 86
11	6.8	 87
12	6.8	 95
13	6.8	 91
14	6.8	 93
15	6.8	 90
16	6.8	 93
17	6.8	 91
18	6.8	 84
19	6.8	 82
20	6.8	 77
21	6.8	 86
22	6.8	 74
23	6.8	 70
24	6.8	 82
25	6.8	 80
26	6.8	 78
27	6.8	 87
28	6.8	 84
29	6.8	 75
