5	5	10	0.5	0.5
1	100	31
2	0	37
3	10	36
4	20	36
5	0	36
6	10	38
7	0	39
8	0	38
9	0	37
10	0	39
11	0	35
12	20	38
13	0	39
14	10	39
15	0	40
16	0	39
17	20	38
18	10	40
19	20	41
20	10	40
21	0	40
22	0	40
23	20	42
24	10	40
25	0	40
26	20	40
27	20	38
28	0	40
29	10	37
30	0	41
31	20	38
32	0	35
33	0	35
34	10	35
35	0	41
36	0	41
37	20	40
38	0	39
39	10	41
40	0	38
41	0	38
42	20	41
43	20	40
44	0	40
45	0	39
46	0	38
47	10	40
48	0	40
49	20	36
50	10	40
51	0	43
52	20	43
53	10	42
54	0	42
55	0	43
56	20	42
57	0	38
58	20	41
59	20	42
60	10	40
61	20	40
62	0	40
63	20	41
64	0	41
65	10	40
66	20	39
67	0	40
68	20	39
69	0	38
70	10	40
71	0	33
72	20	40
73	10	36
74	20	39
75	0	39
76	10	40
77	20	40
78	0	43
79	0	39
80	10	39
81	20	40
82	0	41
83	30	39
84	0	39
85	20	38
86	0	38
